traffic_id,hour,day_of_week,zone_type,traffic_level,avg_speed_kmph
TRF093366,10,6,industrial,medium,40.2
TRF069621,3,4,residential,low,59.3
TRF012414,6,4,commercial,low,57.5
TRF057935,5,0,commercial,low,71.7
TRF044604,21,4,residential,medium,45.0
TRF000693,10,6,commercial,medium,49.5
TRF064849,6,1,,medium,35.3
TRF079045,22,5,,medium,38.6
TRF019819,7,0,residential,high,20.8
TRF015947,14,5,residential,,45.4
TRF071734,15,5,residential,high,17.7
TRF039117,6,0,residential,medium,53.2
TRF029504,,0,residential,medium,32.0
TRF086843,19,2,industrial,high,21.1
TRF059116,5,3,industrial,low,78.1
TRF065470,11,0,industrial,high,14.9
TRF050924,10,2,commercial,medium,42.7
TRF046612,16,5,,high,19.9
TRF094327,1,1,commercial,low,53.6
TRF083656,20,5,residential,medium,36.1
TRF093221,19,0,commercial,high,17.4
TRF004958,1,2,,medium,35.1
TRF065022,17,4,commercial,medium,46.2
TRF095167,21,5,residential,low,66.4
TRF088349,9,5,,low,55.4
TRF050021,20,1,,low,53.9
TRF013713,10,5,commercial,medium,47.4
TRF042348,6,4,residential,medium,30.2
TRF028780,12,4,residential,low,48.0
TRF027702,11,,residential,medium,46.3
TRF082667,6,1,,medium,36.7
TRF061723,15,4,,medium,48.2
TRF015068,3,6,commercial,low,58.0
TRF021649,19,6,,high,26.7
TRF045007,23,4,residential,medium,42.8
TRF065761,11,0,residential,low,69.5
TRF053411,18,6,industrial,high,29.4
TRF075176,16,3,commercial,high,24.9
TRF055379,9,0,industrial,medium,50.3
TRF083236,23,5,industrial,low,62.8
TRF026796,19,6,industrial,medium,47.8
TRF049170,3,4,commercial,medium,51.5
TRF047690,3,5,industrial,low,72.8
TRF054346,1,1,commercial,,
TRF070236,11,2,residential,high,28.9
TRF032435,12,4,commercial,medium,38.9
TRF041760,4,6,,low,54.4
TRF095718,10,2,,low,48.2
TRF072614,13,6,industrial,medium,
TRF062378,10,2,industrial,medium,39.2
TRF013190,22,0,,low,69.4
TRF004780,19,2,,high,24.1
TRF051601,10,6,industrial,low,60.0
TRF056156,9,5,commercial,medium,44.7
TRF040015,21,2,residential,low,45.2
TRF039787,16,2,commercial,medium,26.0
TRF017596,2,6,commercial,low,47.3
TRF018975,11,0,residential,medium,31.4
TRF062509,13,4,commercial,medium,46.1
TRF084825,6,0,residential,low,68.7
TRF044958,14,4,,high,14.1
TRF038245,19,6,,medium,41.8
TRF064429,10,4,,high,23.7
TRF049320,2,3,industrial,low,65.4
TRF086776,17,1,residential,medium,41.2
TRF066215,6,0,industrial,low,51.1
TRF075538,0,6,,high,12.0
TRF069737,12,1,industrial,high,19.3
TRF064130,12,3,commercial,medium,45.2
TRF072844,16,6,residential,medium,41.6
TRF080900,8,4,residential,medium,30.3
TRF019196,1,0,,low,61.1
TRF041587,7,5,commercial,medium,38.2
TRF038053,23,3,,low,49.3
TRF055579,1,5,,low,57.1
TRF033339,2,0,residential,low,55.0
TRF093521,21,5,commercial,low,52.8
TRF033202,9,0,,medium,51.6
TRF076695,4,3,commercial,high,23.0
TRF089135,14,1,industrial,,68.4
TRF028470,7,1,commercial,high,20.7
TRF019099,13,0,industrial,medium,43.6
TRF061111,6,1,,medium,46.1
TRF085565,12,3,industrial,high,21.2
TRF047252,7,6,commercial,high,28.8
TRF029305,1,4,industrial,,72.2
TRF060270,21,1,,low,62.2
TRF008217,11,3,commercial,medium,53.0
TRF070903,2,6,residential,low,55.9
TRF015981,17,3,industrial,high,10.1
TRF063994,,6,residential,high,19.3
TRF081773,10,4,commercial,medium,33.6
TRF059549,,5,commercial,medium,30.9
TRF091432,8,3,,high,29.0
TRF026655,19,6,industrial,high,27.7
TRF009926,22,4,commercial,low,46.2
TRF082851,15,6,industrial,high,15.4
TRF075961,14,5,,low,70.6
TRF048058,4,0,residential,low,79.8
TRF079732,11,0,commercial,low,62.6
TRF093350,11,1,,high,10.6
TRF076578,21,4,commercial,medium,36.5
TRF013887,17,5,commercial,,69.9
TRF040522,4,4,residential,medium,
TRF043030,1,5,residential,medium,49.7
TRF012081,11,2,residential,high,
TRF043514,11,4,commercial,medium,43.8
TRF056565,6,3,,medium,39.1
TRF080317,,2,,high,
TRF013470,4,1,commercial,low,58.5
TRF012331,3,6,commercial,medium,27.4
TRF025644,5,1,commercial,medium,52.8
TRF009916,16,3,residential,low,54.3
TRF004707,0,1,,medium,
TRF030856,17,2,commercial,high,13.0
TRF067240,0,6,residential,medium,37.9
TRF028745,15,0,residential,high,28.6
TRF069266,,4,,low,60.5
TRF073551,3,0,,low,68.5
TRF011268,12,5,commercial,medium,45.1
TRF087225,16,0,,,
TRF042417,21,5,residential,low,60.6
TRF017949,21,1,industrial,low,53.9
TRF033460,14,2,commercial,medium,25.7
TRF081029,17,1,commercial,high,15.0
TRF041853,20,0,,medium,48.9
TRF032986,16,0,commercial,medium,46.9
TRF067998,8,0,commercial,medium,37.7
TRF026344,21,3,industrial,low,67.7
TRF069720,,1,residential,high,25.5
TRF022235,17,5,industrial,high,10.2
TRF031539,20,0,,medium,54.1
TRF009265,20,0,commercial,high,15.9
TRF077387,11,3,industrial,medium,42.2
TRF023726,11,6,,medium,54.8
TRF086932,14,0,residential,medium,34.5
TRF008686,13,1,,high,22.4
TRF061179,10,5,residential,high,16.3
TRF023041,2,3,commercial,low,54.9
TRF043714,15,6,industrial,medium,42.3
TRF037726,20,0,residential,high,29.7
TRF000583,22,0,,low,66.2
TRF004745,13,3,industrial,high,23.2
TRF022589,15,0,commercial,low,79.6
TRF056822,13,,commercial,low,77.3
TRF081278,12,3,commercial,high,
TRF008054,5,0,residential,low,48.4
TRF082656,20,2,commercial,low,76.5
TRF034955,21,2,industrial,medium,47.0
TRF095728,,3,residential,,61.4
TRF054469,,0,,medium,50.1
TRF009991,8,6,commercial,medium,43.9
TRF075946,9,2,residential,medium,38.0
TRF028197,11,1,residential,high,28.3
TRF053560,0,6,,low,71.7
TRF009397,20,3,residential,high,13.9
TRF012941,,4,commercial,high,13.0
TRF036503,13,4,,high,13.4
TRF086200,20,4,,medium,34.2
TRF025257,9,3,industrial,high,15.0
TRF022380,17,1,commercial,low,67.5
TRF069014,4,3,commercial,low,76.1
TRF021336,3,1,,low,
TRF010153,13,5,commercial,medium,31.7
TRF012536,19,5,residential,high,17.5
TRF080530,12,3,industrial,medium,35.1
TRF012474,5,5,,low,47.8
TRF008125,9,2,residential,high,15.5
TRF045469,21,0,commercial,low,51.3
TRF028530,4,5,industrial,medium,52.6
TRF078003,19,4,industrial,high,19.2
TRF057585,19,6,residential,high,14.2
TRF000223,8,5,,high,22.5
TRF017712,15,3,commercial,medium,48.7
TRF049998,1,5,,low,65.8
TRF076379,7,4,industrial,high,24.5
TRF028611,7,0,industrial,high,20.5
TRF020382,19,0,industrial,high,12.7
TRF075300,19,4,,high,18.6
TRF074745,10,1,industrial,high,25.2
TRF081113,18,4,commercial,medium,49.9
TRF018437,10,0,commercial,low,62.5
TRF060418,5,3,residential,medium,43.3
TRF052537,17,2,industrial,high,16.2
TRF080560,0,0,commercial,medium,49.5
TRF081702,1,3,residential,low,58.6
TRF086813,12,6,commercial,medium,45.9
TRF031145,1,3,residential,low,62.2
TRF064120,23,0,commercial,medium,47.4
TRF011379,7,3,industrial,medium,27.0
TRF010800,19,6,residential,medium,46.1
TRF086069,5,2,commercial,low,
TRF021317,12,0,commercial,medium,44.7
TRF095101,16,6,residential,low,77.1
TRF038944,9,0,residential,medium,47.0
TRF063620,0,0,commercial,low,64.8
TRF029114,3,6,industrial,low,79.0
TRF075145,19,,residential,high,13.0
TRF052952,13,5,industrial,medium,41.4
TRF035887,5,5,industrial,high,27.2
TRF053123,3,4,industrial,medium,39.1
TRF075114,9,1,industrial,high,26.1
TRF094979,2,4,residential,low,47.1
TRF001371,1,4,residential,,58.6
TRF094280,7,,,high,10.3
TRF028087,21,6,residential,medium,39.0
TRF054296,23,6,industrial,low,75.5
TRF031792,12,6,residential,high,14.4
TRF033161,,4,,medium,25.0
TRF060727,8,1,,high,24.2
TRF016666,10,3,commercial,medium,48.8
TRF064498,20,4,,medium,44.7
TRF061497,1,6,residential,low,68.4
TRF053596,0,6,commercial,low,78.4
TRF047861,22,2,,medium,52.4
TRF014366,15,0,,low,55.4
TRF054738,10,6,,low,77.4
TRF007505,5,3,,medium,39.2
TRF052309,4,4,commercial,low,55.9
TRF075754,11,3,commercial,medium,33.3
TRF088481,7,3,,medium,54.1
TRF044117,19,5,commercial,high,10.1
TRF073479,17,6,residential,medium,28.0
TRF005657,16,4,,medium,48.3
TRF084110,20,3,commercial,low,45.4
TRF024191,19,6,industrial,medium,51.2
TRF063516,9,6,commercial,high,18.0
TRF018731,4,2,,,53.0
TRF039064,6,3,industrial,medium,35.5
TRF048401,21,3,commercial,low,55.5
TRF027138,7,3,residential,high,22.0
TRF051876,10,4,,low,55.3
TRF071420,4,3,industrial,low,51.1
TRF009401,10,5,residential,medium,31.8
TRF041476,18,0,,high,22.0
TRF060590,0,0,commercial,low,72.3
TRF087335,20,4,,medium,53.2
TRF043228,8,1,commercial,high,12.2
TRF044708,12,6,commercial,high,14.7
TRF022611,18,5,,high,27.9
TRF091057,7,2,residential,high,15.8
TRF017121,9,3,commercial,high,24.2
TRF083712,15,5,,medium,43.5
TRF075639,17,2,industrial,high,28.6
TRF080477,,6,commercial,medium,36.6
TRF006868,11,2,residential,low,56.2
TRF050205,14,4,industrial,low,75.5
TRF069539,1,5,commercial,low,70.5
TRF017362,2,5,commercial,medium,45.4
TRF002418,2,0,commercial,low,53.8
TRF072344,7,2,residential,high,24.0
TRF027355,7,4,commercial,high,10.5
TRF005739,4,6,,low,47.2
TRF029347,10,6,residential,medium,31.8
TRF075435,9,0,residential,high,26.6
TRF082295,5,3,residential,low,67.3
TRF095765,23,0,commercial,medium,32.6
TRF017371,15,4,residential,,68.7
TRF087190,11,2,industrial,low,47.1
TRF054197,10,5,commercial,medium,51.0
TRF058433,2,3,commercial,low,59.7
TRF068240,22,0,residential,low,72.4
TRF018203,8,0,,low,79.1
TRF027808,9,2,commercial,medium,52.7
TRF006164,4,2,residential,medium,32.6
TRF032509,14,0,,low,50.2
TRF079363,15,6,residential,medium,26.0
TRF022076,19,5,,,56.1
TRF049706,6,4,commercial,medium,52.6
TRF005869,16,4,residential,high,11.9
TRF065898,22,5,commercial,medium,26.2
TRF094451,8,,industrial,high,13.1
TRF015175,4,4,commercial,low,78.8
TRF030556,13,2,industrial,medium,36.8
TRF007847,0,6,industrial,low,63.8
TRF029580,22,3,industrial,low,47.4
TRF062628,6,5,,low,71.2
TRF069108,16,4,commercial,high,25.0
TRF033136,11,3,industrial,medium,44.5
TRF057651,7,0,residential,medium,43.8
TRF036967,10,4,commercial,medium,51.5
TRF041345,14,1,commercial,medium,52.6
TRF066487,5,3,residential,medium,39.9
TRF080312,15,3,residential,medium,50.9
TRF055433,15,6,commercial,high,20.5
TRF085499,8,1,industrial,high,18.9
TRF070369,10,6,,medium,36.9
TRF032001,15,1,industrial,medium,53.5
TRF020256,23,4,residential,medium,49.3
TRF074377,15,3,commercial,medium,45.4
TRF060660,14,4,residential,,71.0
TRF067430,17,0,,high,18.9
TRF051891,6,1,,high,14.7
TRF060274,2,,residential,low,56.4
TRF083916,19,1,industrial,high,27.8
TRF038274,11,5,residential,medium,32.1
TRF049540,21,5,industrial,low,52.3
TRF062419,3,1,residential,low,
TRF010604,11,5,industrial,medium,34.7
TRF050481,11,2,commercial,medium,52.7
TRF011287,7,4,industrial,high,26.4
TRF093405,10,2,,low,69.3
TRF029651,9,4,residential,high,26.4
TRF063151,22,1,industrial,low,50.4
TRF090292,0,0,industrial,,50.0
TRF058743,7,2,,high,
TRF028926,19,3,,high,29.3
TRF008339,2,2,industrial,low,53.5
TRF007079,14,1,,low,62.2
TRF095752,10,2,industrial,medium,36.4
TRF059107,9,0,residential,high,13.3
TRF022884,14,2,residential,low,74.9
TRF076011,18,1,,high,13.9
TRF085718,18,3,,high,26.4
TRF090535,23,3,commercial,low,76.5
TRF066947,23,0,industrial,medium,44.5
TRF024229,7,4,,high,10.9
TRF010058,10,6,industrial,medium,36.7
TRF064115,23,4,commercial,low,79.0
TRF064019,0,4,residential,low,48.1
TRF021333,21,4,industrial,medium,29.8
TRF066283,1,0,commercial,low,
TRF024971,11,4,commercial,high,16.4
TRF073935,14,,industrial,low,60.0
TRF070180,17,2,commercial,high,28.7
TRF023910,21,0,residential,low,56.0
TRF093470,5,4,industrial,low,74.2
TRF036014,3,2,industrial,medium,38.3
TRF011838,17,0,residential,high,18.4
TRF044523,23,0,residential,medium,32.9
TRF007117,1,2,residential,low,
TRF039502,7,3,commercial,medium,54.0
TRF061803,20,5,commercial,,49.0
TRF035755,6,3,commercial,medium,37.7
TRF015062,0,5,commercial,low,46.0
TRF079004,5,1,,low,70.2
TRF076848,5,6,residential,medium,36.8
TRF006728,14,1,commercial,medium,40.2
TRF036763,23,5,industrial,low,62.9
TRF034951,3,4,,low,71.8
TRF086169,15,1,,low,
TRF094557,13,2,,,78.0
TRF007583,0,3,,low,47.8
TRF065866,14,4,residential,medium,
TRF038666,21,4,industrial,low,47.8
TRF089723,10,2,industrial,medium,53.1
TRF054044,0,0,,low,47.6
TRF060264,22,6,industrial,low,60.5
TRF004818,23,5,industrial,medium,37.9
TRF013813,1,0,commercial,low,73.0
TRF084191,3,4,commercial,high,15.2
TRF067749,12,0,industrial,medium,35.4
TRF037982,19,0,industrial,high,26.5
TRF082462,8,4,residential,high,10.5
TRF087204,9,2,residential,medium,42.8
TRF094617,5,1,,medium,29.9
TRF083135,19,1,,high,28.8
TRF007176,18,1,,low,71.5
TRF088020,,4,,medium,39.0
TRF037707,21,2,,low,75.0
TRF045052,0,4,,high,13.5
TRF000672,10,6,commercial,medium,25.7
TRF019766,17,0,residential,medium,44.7
TRF006848,15,5,,medium,29.4
TRF020722,23,0,,medium,34.1
TRF055193,8,4,industrial,medium,28.3
TRF010861,,5,commercial,high,11.0
TRF041417,19,4,residential,high,29.6
TRF068859,10,5,residential,medium,39.6
TRF078425,17,5,residential,high,25.0
TRF048277,11,6,commercial,medium,45.6
TRF052366,9,1,commercial,high,19.1
TRF035635,11,5,commercial,high,21.6
TRF049847,17,4,commercial,high,10.6
TRF085372,23,5,commercial,low,61.9
TRF047466,21,4,commercial,high,11.3
TRF072494,2,5,industrial,low,73.7
TRF017907,16,5,,high,11.4
TRF076511,11,0,,,69.7
TRF035965,23,0,industrial,low,73.3
TRF046535,20,0,residential,high,29.2
TRF068467,15,2,,medium,36.1
TRF083784,9,3,industrial,high,21.8
TRF062244,18,6,commercial,high,24.2
TRF017030,22,6,commercial,low,59.6
TRF083296,15,0,industrial,medium,35.0
TRF047818,11,5,residential,low,64.9
TRF002663,12,3,industrial,medium,28.1
TRF050490,3,2,,medium,39.1
TRF078760,19,5,residential,high,17.8
TRF067116,11,4,commercial,medium,40.8
TRF043988,21,5,commercial,low,61.8
TRF065541,16,,industrial,medium,47.3
TRF074970,17,6,industrial,medium,43.9
TRF026305,17,0,industrial,high,24.9
TRF026672,,1,industrial,high,13.7
TRF057200,19,4,commercial,high,10.9
TRF054382,13,4,commercial,medium,52.3
TRF002562,0,6,,medium,28.9
TRF040146,22,5,,medium,52.3
TRF056947,14,0,,medium,48.2
TRF041685,14,3,industrial,medium,30.5
TRF017836,12,3,industrial,medium,27.6
TRF017081,2,3,residential,low,48.2
TRF091125,23,5,residential,low,53.1
TRF069826,4,4,commercial,low,68.4
TRF042129,3,3,commercial,low,74.0
TRF090780,19,3,,high,15.5
TRF070207,19,5,industrial,medium,50.1
TRF050016,5,4,,medium,25.0
TRF051272,9,2,commercial,high,29.1
TRF004236,14,1,residential,low,57.3
TRF022904,12,2,industrial,,56.0
TRF015448,2,1,commercial,low,50.0
TRF078741,18,5,industrial,medium,38.9
TRF047812,5,0,industrial,low,61.9
TRF055963,10,5,commercial,low,56.0
TRF002516,21,3,commercial,medium,36.8
TRF031754,14,6,industrial,medium,48.6
TRF069467,0,6,commercial,low,75.9
TRF033423,11,2,commercial,low,69.6
TRF003333,0,4,industrial,low,58.3
TRF071035,19,4,industrial,high,24.8
TRF088078,4,3,industrial,high,22.3
TRF088946,,2,residential,high,21.0
TRF064173,17,5,,high,18.4
TRF009182,11,3,commercial,low,60.8
TRF031932,16,2,industrial,low,49.9
TRF019195,23,5,,low,46.4
TRF092642,16,4,residential,medium,36.5
TRF014257,9,0,,high,21.6
TRF077516,16,0,residential,low,73.8
TRF013839,2,3,,low,70.4
TRF025805,16,3,,medium,30.8
TRF042954,13,5,commercial,medium,50.4
TRF051676,18,4,,high,10.3
TRF014763,19,5,industrial,,63.8
TRF071309,,0,,high,15.5
TRF033175,3,2,,low,49.2
TRF054028,,6,,,62.2
TRF042565,23,6,,low,71.4
TRF045614,17,4,industrial,high,24.0
TRF048438,2,2,,low,71.2
TRF094825,21,4,,low,79.4
TRF076313,9,5,,low,50.0
TRF028646,12,2,commercial,medium,34.0
TRF021761,1,5,industrial,medium,52.0
TRF067924,8,1,residential,high,27.5
TRF040883,18,1,residential,high,17.6
TRF020169,22,4,commercial,medium,48.5
TRF051750,0,0,commercial,low,67.7
TRF059789,22,4,industrial,low,50.0
TRF055608,5,6,commercial,low,75.7
TRF025194,2,5,commercial,low,55.1
TRF042652,5,4,industrial,high,22.0
TRF077890,14,4,commercial,medium,45.8
TRF085336,6,6,commercial,medium,36.2
TRF076939,19,3,commercial,high,14.0
TRF076355,15,6,industrial,medium,34.2
TRF026617,6,3,industrial,high,10.5
TRF068361,2,1,industrial,low,65.4
TRF031298,9,4,,high,17.7
TRF041039,3,6,industrial,low,53.2
TRF008528,1,5,industrial,low,
TRF087635,15,2,commercial,medium,39.9
TRF038481,14,0,industrial,low,49.9
TRF088949,23,3,residential,,64.0
TRF041991,8,1,,medium,46.0
TRF087215,18,3,residential,medium,38.0
TRF019718,0,4,residential,medium,34.2
TRF036176,7,6,commercial,high,26.5
TRF022002,23,5,industrial,low,66.3
TRF060546,3,6,residential,low,67.2
TRF067631,6,4,industrial,high,22.1
TRF086216,15,6,,low,79.4
TRF095121,12,4,,high,25.8
TRF002952,14,,commercial,low,62.9
TRF023351,15,6,,high,15.5
TRF042888,11,5,residential,medium,47.0
TRF083981,14,6,commercial,low,78.0
TRF028866,0,2,industrial,low,48.3
TRF018055,,6,commercial,high,28.1
TRF001837,19,5,commercial,high,20.0
TRF018648,22,0,residential,low,73.7
TRF081150,18,3,,high,25.2
TRF015137,6,4,,medium,34.8
TRF005855,6,1,commercial,low,78.0
TRF080446,19,2,industrial,,71.2
TRF025062,2,1,commercial,low,59.0
TRF041268,23,2,,medium,30.1
TRF087941,13,3,industrial,low,77.8
TRF041630,8,1,commercial,high,13.5
TRF001757,19,1,residential,high,15.1
TRF076732,8,6,,high,29.3
TRF007510,1,5,residential,low,75.3
TRF053880,19,1,commercial,high,23.0
TRF075904,7,0,,medium,34.3
TRF075246,5,0,commercial,,49.9
TRF028058,3,3,commercial,low,58.8
TRF007792,22,4,industrial,low,67.8
TRF082054,8,0,commercial,high,25.8
TRF087930,9,0,commercial,high,12.5
TRF081005,14,5,,high,17.7
TRF024837,4,6,,low,65.9
TRF026613,11,4,,medium,43.4
TRF007664,20,1,industrial,high,12.7
TRF057119,21,6,industrial,low,51.1
TRF071962,21,4,,low,78.5
TRF019856,10,0,commercial,medium,26.8
TRF049986,17,6,industrial,high,28.2
TRF048179,1,6,industrial,low,64.5
TRF030600,1,2,residential,low,74.1
TRF060664,5,0,commercial,low,76.8
TRF003885,11,0,industrial,medium,26.0
TRF091407,0,3,commercial,low,52.5
TRF063346,20,2,industrial,high,18.2
TRF087202,12,0,commercial,medium,36.5
TRF094833,0,4,,low,65.8
TRF007481,2,6,industrial,low,
TRF088467,22,3,,low,48.9
TRF010022,18,3,,high,11.7
TRF084317,3,1,commercial,low,78.9
TRF060467,7,1,industrial,high,14.8
TRF003046,1,5,,low,52.4
TRF067616,19,4,industrial,high,17.9
TRF041241,3,6,commercial,low,64.0
TRF081159,8,1,industrial,medium,47.2
TRF051393,4,0,commercial,,49.5
TRF023580,15,5,residential,low,54.0
TRF049550,12,6,residential,medium,43.0
TRF063482,12,3,commercial,low,53.3
TRF033021,16,5,,medium,40.9
TRF076311,4,1,residential,,70.0
TRF022454,10,6,commercial,high,16.1
TRF013844,20,5,commercial,,65.4
TRF079202,17,2,industrial,high,26.7
TRF029331,12,3,,medium,30.9
TRF034643,6,5,commercial,medium,36.1
TRF021322,19,6,,high,19.9
TRF072568,14,5,commercial,low,50.8
TRF065233,,5,,high,10.5
TRF035428,6,1,industrial,low,73.7
TRF070364,13,0,industrial,low,57.7
TRF061224,12,0,industrial,low,69.9
TRF076846,13,0,industrial,high,25.7
TRF035922,4,,,low,61.0
TRF032912,8,4,industrial,medium,26.7
TRF062683,3,5,,medium,42.0
TRF040295,5,4,,low,61.6
TRF042664,2,5,commercial,low,74.8
TRF094520,22,3,residential,low,73.6
TRF049071,23,1,residential,low,55.8
TRF052631,20,5,industrial,high,18.9
TRF054073,0,6,,low,52.2
TRF045118,1,1,,low,74.6
TRF021510,11,4,commercial,medium,44.9
TRF011721,7,5,industrial,high,
TRF019246,1,6,commercial,low,70.5
TRF092332,8,2,commercial,high,23.2
TRF084919,3,2,industrial,low,56.5
TRF043185,1,2,industrial,low,70.1
TRF062442,11,1,,medium,31.0
TRF028962,5,4,industrial,low,53.8
TRF043850,17,2,commercial,high,13.1
TRF092573,13,5,residential,high,25.3
TRF057433,19,5,industrial,high,25.6
TRF048828,22,6,,low,71.6
TRF020871,7,4,residential,high,11.7
TRF075711,11,4,residential,high,27.5
TRF053143,11,1,industrial,medium,43.0
TRF006586,20,0,commercial,high,12.6
TRF057168,14,5,commercial,medium,37.5
TRF021440,14,2,commercial,medium,47.9
TRF051823,12,0,,medium,45.6
TRF068730,6,3,,low,48.0
TRF086159,14,4,residential,high,24.0
TRF015959,,6,commercial,high,16.2
TRF070608,13,5,commercial,medium,30.9
TRF082540,17,1,commercial,high,22.8
TRF023313,11,4,industrial,medium,45.1
TRF036971,7,3,industrial,high,12.7
TRF022931,23,3,,low,73.4
TRF024340,10,6,industrial,medium,46.2
TRF001037,5,4,industrial,low,51.1
TRF056749,21,5,residential,medium,26.7
TRF026155,6,5,residential,high,17.3
TRF073748,9,1,residential,high,14.3
TRF027117,1,4,industrial,low,72.3
TRF043694,1,4,industrial,low,66.0
TRF022019,23,4,industrial,low,55.8
TRF087106,1,0,commercial,low,74.2
TRF086613,3,4,,medium,45.5
TRF035110,17,2,industrial,high,26.3
TRF013039,,1,industrial,low,46.9
TRF010610,13,1,,medium,53.0
TRF095125,15,,residential,medium,38.5
TRF027747,13,3,,medium,47.8
TRF008102,19,2,residential,medium,51.6
TRF092540,20,0,residential,medium,29.9
TRF076059,17,4,,high,29.6
TRF051011,11,4,residential,medium,49.1
TRF066897,14,0,commercial,medium,33.3
TRF013382,13,5,,medium,35.5
TRF032890,2,5,industrial,low,52.3
TRF082943,6,5,,high,10.8
TRF064625,,6,commercial,high,22.2
TRF036653,19,4,,medium,52.2
TRF026739,15,0,,medium,33.6
TRF057210,5,1,commercial,medium,43.3
TRF093256,17,,,high,23.2
TRF076628,14,3,commercial,medium,43.5
TRF077195,2,5,residential,low,55.7
TRF034681,20,4,,medium,36.8
TRF054322,11,1,industrial,high,28.2
TRF037117,4,4,commercial,low,65.6
TRF095970,6,,,low,79.2
TRF045121,15,4,,medium,35.6
TRF027926,2,4,commercial,low,71.5
TRF070052,21,2,industrial,medium,48.0
TRF081587,14,3,commercial,medium,38.1
TRF065816,1,5,commercial,low,64.4
TRF006779,23,5,residential,medium,42.5
TRF031008,21,2,,medium,27.9
TRF014595,18,2,residential,high,17.3
TRF020328,2,5,,medium,44.9
